Seq_ID,Accesion,GI,Species,Full_taxonomy,Name
rRNA_AY959944.2_1-1489_DIR+,AY959944.2,GI:67472425,Clostridium_alkalicellum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_alkalicellum,"Clostridium alkalicellum 16S ribosomal RNA gene, partial sequence"
rRNA_AB221372.2_1-1565_DIR+,AB221372.2,GI:162138875,Clostridium_caenicola,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_caenicola,"Clostridium caenicola gene for 16S rRNA, partial sequence"
rRNA_AE001437.1_9710-11219_10-1503_DIR+,AE001437.1,GI:25168256,Clostridium_acetobutylicum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_acetobutylicum,"Clostridium_acetobutylicum ATCC 824, complete "
rRNA_AJ237755.1_1-1492_DIR+,AJ237755.1,GI:7321085,Clostridium_acidisoli,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_acidisoli,"Clostridium_akagii 16S rRNA gene, strain CK58"
rRNA_AF127023.1_1-1481_DIR+,AF127023.1,GI:6649002,Clostridium_algidicarnis,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_algidicarnis,"Clostridium_algidicarnis 16S ribosomal RNA gene, partial sequence"
rRNA_AF092549.1_1-1501_DIR+,AF092549.1,GI:7576458,Clostridium_algidixylanolyticum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_algidixylanolyticum,"Clostridium_algidixylanolyticum 16S ribosomal RNA gene, partial sequence"
rRNA_DQ278862.1_16-1533_DIR+,DQ278862.1,GI:82618890,Clostridium_aminophilum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_aminophilum,"Clostridium_aminophilum isolate 152R-1b 16S ribosomal RNA gene, partial sequence"
rRNA_AB573069.1_1-1511_DIR+,AB573069.1,GI:301335130,Clostridium_aminovalericum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_aminovalericum,"Clostridium_aminovalericum gene for 16S ribosomal RNA, partial sequence, strain: JCM 11016"
rRNA_AY353957.1_1-1485_DIR+,AY353957.1,GI:38156694,Clostridium_amygdalinum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_amygdalinum,"Clostridium_amygdalinum 16S ribosomal RNA gene, partial sequence"
rRNA_EU037903.1_1-1500_DIR+,EU037903.1,GI:154466652,Clostridium_amylolyticum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_amylolyticum,"Clostridium_amylolyticum strain SW408 16S ribosomal RNA gene, partial sequence"
rRNA_X68316.1_8-1507_DIR+,X68316.1,GI:395956,Clostridium_argentinense,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_argentinense,Clostridium_argentinense rrn gene for 16S rRNA
rRNA_FJ358641.1_1-1488_DIR+,FJ358641.1,GI:210148716,Clostridium_aurantibutyricum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_aurantibutyricum,"Clostridium_aurantibutyricum strain DSM 793 16S ribosomal RNA gene, partial sequence"
rRNA_X68174.1_9-1511_DIR+,X68174.1,GI:49128,Clostridium_barati,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_barati,C.barati_(ATCC27638) rrn gene for 16S rRNA
rRNA_X68179.1_9-1506_DIR+,X68179.1,GI:49133,Clostridium_beijerinckii,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_beijerinckii,C.beijerinckii_(DSM791) rrn gene for 16S rRNA
rRNA_AB075769.1_2-1476_DIR+,AB075769.1,GI:17529652,Clostridium_bifermentans,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_bifermentans,"Clostridium_bifermentans gene for 16S rRNA, partial sequence, strain: ATCC 638"
rRNA_AJ508452.1_1-1498_DIR+,AJ508452.1,GI:30024177,Clostridium_bolteae,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_bolteae,"Clostridium_boltei partial 16S rRNA gene, strain 16351"
rRNA_AJ506119.1_1-1477_DIR+,AJ506119.1,GI:22531596,Clostridium_bowmanii,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_bowmanii,"Clostridium_bowmanii 16S rRNA gene, type strain DSM 14206, clone 11"
rRNA_AJ458420.1_1-1425_DIR+,AJ458420.1,GI:20338772,Clostridium_butyricum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_butyricum,"Clostridium_butyricum partial 16S rRNA gene, strain VPI3266"
rRNA_AB542932.1_1-1473_DIR+,AB542932.1,GI:284413616,Clostridium_cadaveris,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_cadaveris,"Clostridium_cadaveris gene for 16S ribosomal RNA, partial sequence, strain: JCM 1392"
rRNA_AY170379.1_1-1008_DIR+,AY170379.1,GI:27542940,Clostridium_carboxidivorans,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_carboxidivorans,"Clostridium_carboxidivorans 16S ribosomal RNA gene, partial sequence"
rRNA_AB627030.1_1-1484_DIR+,AB627030.1,GI:332144237,Clostridium_cellobioparum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_cellobioparum,"Clostridium_cellobioparum gene for 16S ribosomal RNA, partial sequence, strain: JCM 1422"
rRNA_L09177.1_1-1497_DIR+,L09177.1,GI:349361,Clostridium_cellulosi,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_cellulosi,"Clostridium_cellulosi strain AS 1.1777 16S ribosomal RNA gene, partial sequence"
rRNA_CP002160.1_9730-11232_1-1503_DIR+,CP002160.1,GI:302575779,Clostridium_cellulovorans,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_cellulovorans,"Clostridium_cellulovorans 743B, complete "
rRNA_U51843.1_1-1503_DIR+,U51843.1,GI:1620504,Clostridium_chauvoei,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_chauvoei,Clostridium_chauvoei 16S ribosomal RNA gene sequence
rRNA_AB186359.1_1-1560_DIR+,AB186359.1,GI:51036225,Clostridium_clariflavum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_clariflavum,Clostridium_clariflavum gene for 16S rRNA
rRNA_M59089.2_8-1474_DIR+,M59089.2,GI:544574248,Clostridium_clostridioforme,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_clostridioforme,"Clostridium_clostridioforme strain ATCC 25537 16S ribosomal RNA gene, partial sequence"
rRNA_AB538429.1_1-1474_DIR+,AB538429.1,GI:281485350,Clostridium_cochlearium,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_cochlearium,"Clostridium_cochlearium gene for 16S ribosomal RNA, partial sequence, strain: JCM 1396"
rRNA_Y18188.1_1-1489_DIR+,Y18188.1,GI:7271124,Clostridium_cocleatum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_cocleatum,"Clostridium_cocleatum 16S rRNA gene, partial, strain DSM 1551"
rRNA_AJ420008.1_1-1435_DIR+,AJ420008.1,GI:25956046,Clostridium_colicanis,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_colicanis,"Clostridium_colicanis 16S rRNA gene, strain 13634"
rRNA_X73439.1_8-1502_DIR+,X73439.1,GI:437748,Clostridium_collagenovorans,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_collagenovorans,"Clostridium_collagenovorans 16S rRNA gene, strain DSM 3089"
rRNA_Y18179.1_1-1479_DIR+,Y18179.1,GI:7271121,Clostridium_cylindrosporum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_cylindrosporum,"Clostridium_cylindrosporum 16S rRNA gene, partial, strain DSM 605"
rRNA_AF072473.1_1-1462_DIR+,AF072473.1,GI:4377976,Clostridium_difficile,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_difficile,"Clostridium_difficile strain VPI 10463 16S ribosomal RNA gene, partial sequence"
rRNA_Y18176.1_1-1472_DIR+,Y18176.1,GI:7271120,Clostridium_disporicum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_disporicum,"Clostridium_disporicum 16S rRNA gene, partial, strain DSM 5521"
rRNA_Y18813.1_1-1491_DIR+,Y18813.1,GI:7576248,Clostridium_drakei,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_drakei,"Clostridium_drakei partial 16S rRNA gene, type strain SL1T"
rRNA_AY208919.1_1-1438_DIR+,AY208919.1,GI:28864688,Clostridium_fallax,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_fallax,"Clostridium_fallax isolate VA24831 02 16S ribosomal RNA gene, partial sequence"
rRNA_X77851.1_1-1501_DIR+,X77851.1,GI:572643,Clostridium_felsineum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_felsineum,"Clostridium_felsineum 16S rRNA gene, strain DSM 794"
rRNA_AF126687.1_1-1497_DIR+,AF126687.1,GI:6649001,Clostridium_fimetarium,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_fimetarium,"Clostridium_fimetarium 16S ribosomal RNA gene, partial sequence"
rRNA_AF069742.1_1-1481_DIR+,AF069742.1,GI:4995957,Clostridium_frigidicarnis,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_frigidicarnis,"Clostridium_frigidicarnis 16S ribosomal RNA gene, complete sequence"
rRNA_AF092548.1_1-1483_DIR+,AF092548.1,GI:5441311,Clostridium_gasigenes,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_gasigenes,"Clostridium_gasigenes 16S ribosomal RNA gene, partial sequence"
rRNA_X73451.1_8-1497_DIR+,X73451.1,GI:437750,Clostridium_ghonii,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_ghonii,"Clostridium_ghonii 16S rRNA gene, strain NCIMB 10636"
rRNA_AB037910.1_1-1465_DIR+,AB037910.1,GI:12060182,Clostridium_haemolyticum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_haemolyticum,"Clostridium_haemolyticum gene for 16S rRNA, partial sequence"
rRNA_X77837.1_8-1480_DIR+,X77837.1,GI:572645,Clostridium_halophilum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_halophilum,"Clostridium_halophilum 16S rRNA gene, strain DSM 5387"
rRNA_AB566416.1_1-1476_DIR+,AB566416.1,GI:298160874,Clostridium_histolyticum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_histolyticum,"Clostridium_histolyticum gene for 16S ribosomal RNA, partial sequence"
rRNA_FR749966.1_1-1646_DIR+,FR749966.1,GI:315466844,Clostridium_hungatei,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_hungatei,"Clostridium_hungatei partial 16S rRNA gene, type strain DSM 14427T, clone 1"
rRNA_AB023973.1_1-1445_DIR+,AB023973.1,GI:6983835,Clostridium_hylemonae,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_hylemonae,"Clostridium_hylemonae gene for 16S rRNA, partial sequence, strain:TN-272"
rRNA_Y18184.1_1-1488_DIR+,Y18184.1,GI:7271123,Clostridium_indolis,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_indolis,"Clostridium_indolis 16S rRNA gene, partial, strain DSM 755"
rRNA_M23732.2_9-1536_DIR+,M23732.2,GI:586007625,Clostridium_innocuum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_innocuum,"[Clostridium]_innocuum strain B-3 16S ribosomal RNA gene, partial sequence"
rRNA_AY781385.1_1-1499_DIR+,AY781385.1,GI:54873535,Clostridium_intestinale,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_intestinale,"Clostridium_intestinale 16S ribosomal RNA gene, complete sequence"
rRNA_X73447.1_8-1491_DIR+,X73447.1,GI:437756,Clostridium_irregulare,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_irregulare,"Clostridium_irregulare 16S rRNA gene, strain DSM 2635"
rRNA_AB011057.1_1-1563_DIR+,AB011057.1,GI:3492841,Clostridium_josui,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_josui,"Clostridium_josui gene for 16S rRNA, partial sequence"
rRNA_X77845.1_8-1507_DIR+,X77845.1,GI:572653,Clostridium_litorale,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_litorale,"Clostridium_litorale 16S rRNA gene, strain DSM 5388"
rRNA_M59107.2_11-1504_DIR+,M59107.2,GI:586083590,Clostridium_lituseburense,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_lituseburense,"[Clostridium]_lituseburense strain ATCC 25759 16S ribosomal RNA gene, partial sequence"
rRNA_FR733688.1_1-1495_DIR+,FR733688.1,GI:313760335,Clostridium_ljungdahlii,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_ljungdahlii,"Clostridium_ljungdahlii partial 16S rRNA gene, type strain DSM13528T"
rRNA_GU129927.1_1-1454_DIR+,GU129927.1,GI:268308904,Clostridium_magnum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_magnum,"Clostridium_magnum strain FM5 16S ribosomal RNA gene, partial sequence"
rRNA_FR749893.1_1-1496_DIR+,FR749893.1,GI:315466771,Clostridium_malenominatum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_malenominatum,"Clostridium_malenominatum partial 16S rRNA gene, type strain DSM 1127T"
rRNA_FR733662.1_1-1489_DIR+,FR733662.1,GI:313760309,Clostridium_mangenotii,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_mangenotii,"Clostridium_mangenotii partial 16S rRNA gene, type strain DSM1289T"
rRNA_FR733682.1_1-1490_DIR+,FR733682.1,GI:313760329,Clostridium_mayombei,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_mayombei,"Clostridium_mayombei partial 16S rRNA gene, type strain DSM6539T"
rRNA_AF067965.1_1-1512_DIR+,AF067965.1,GI:4079806,Clostridium_methoxybenzovorans,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_methoxybenzovorans,"Clostridium_methoxybenzovorans 16S ribosomal RNA gene, partial sequence"
rRNA_Y18181.1_1-1435_DIR+,Y18181.1,GI:7271122,Clostridium_methylpentosum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_methylpentosum,"Clostridium_methylpentosum 16S rRNA gene, partial, strain DSM 5476"
rRNA_AM261414.1_1-1461_DIR+,AM261414.1,GI:94536497,Clostridium_nitrophenolicum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_nitrophenolicum,"Clostridium_nitrophenolicum partial 16S rRNA gene, type strain 1DT"
rRNA_AB045606.1_1-1465_DIR+,AB045606.1,GI:14495154,Clostridium_novyi,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_novyi,"Clostridium_novyi gene for 16S rRNA, partial sequence"
rRNA_FR749923.1_1-1501_DIR+,FR749923.1,GI:315466801,Clostridium_oceanicum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_oceanicum,"Clostridium_oceanicum partial 16S rRNA gene, type strain DSM 1290T, clone 1"
rRNA_Y18187.1_1-1507_DIR+,Y18187.1,GI:7271131,Clostridium_orbiscindens,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_orbiscindens,"Clostridium_orbiscindens 16S rRNA gene, partial, strain DSM 6740"
rRNA_M59109.2_8-1530_DIR+,M59109.2,GI:586085188,Clostridium_oroticum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_oroticum,"Clostridium_oroticum strain ATCC 13619 16S ribosomal RNA gene, partial sequence"
rRNA_Z69939.1_1-1573_DIR+,Z69939.1,GI:1684678,Clostridium_paradoxum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_paradoxum,C.paradoxum_16S rRNA gene (clone para99)
rRNA_X75907.1_1-1467_DIR+,X75907.1,GI:443839,Clostridium_paraputrificum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_paraputrificum,C.paraputrificum_16S rRNA gene
rRNA_AB536773.1_1-1468_DIR+,AB536773.1,GI:270265548,Clostridium_pasteurianum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_pasteurianum,"Clostridium_pasteurianum gene for 16S ribosomal RNA, partial sequence, strain: JCM 1408"
rRNA_AF156796.1_1-1479_DIR+,AF156796.1,GI:6651248,Clostridium_peptidovorans,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_peptidovorans,"Clostridium_peptidovorans 16S ribosomal RNA gene, partial sequence"
rRNA_CP000246.1_10165-11682_11-1511_DIR+,CP000246.1,GI:110673209,Clostridium_perfringens,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_perfringens,"Clostridium_perfringens ATCC 13124, complete "
rRNA_D14639.1_1-1482_DIR+,D14639.1,GI:285617,Clostridium_piliforme,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_piliforme,"Clostridium_piliforme gene for 16S rRNA, partial sequence, strain: RT"
rRNA_X77839.1_8-1509_DIR+,X77839.1,GI:572657,Clostridium_polysaccharolyticum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_polysaccharolyticum,"Clostridium_polysaccharolyticum 16S rRNA gene, strain DSM 1801"
rRNA_X71853.1_1-1509_DIR+,X71853.1,GI:603985,Clostridium_populeti,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_populeti,C.populeti_gene for 16S ribosomal RNA
rRNA_X73448.1_8-1502_DIR+,X73448.1,GI:437762,Clostridium_proteolyticum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_proteolyticum,"Clostridium_proteolyticum 16S rRNA gene, strain DSM 3090"
rRNA_NR_037090.1_1-1432_DIR+,NR_037090.1,GI:310975226,Clostridium_psychrophilum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_psychrophilum,"Clostridium psychrophilum strain A-1/C-an/I 16S ribosomal RNA, partial sequence"
rRNA_X71857.1_1-1491_DIR+,X71857.1,GI:431243,Clostridium_puniceum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_puniceum,C.puniceum_gene for 16S ribosomal RNA
rRNA_AF127024.1_1-1487_DIR+,AF127024.1,GI:6649003,Clostridium_putrefaciens,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_putrefaciens,"Clostridium_putrefaciens 16S ribosomal RNA gene, partial sequence"
rRNA_NR_026149.1_1-1477_DIR+,NR_026149.1,GI:219846557,Clostridium_quinii,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_quinii,"Clostridium quinii strain DSM 6736 16S ribosomal RNA, partial sequence"
rRNA_X73440.1_9-1524_DIR+,X73440.1,GI:437763,Clostridium_ramosum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_ramosum,"Clostridium_ramosum 16S rRNA gene, strain DSM 1402"
rRNA_X77850.1_8-1507_DIR+,X77850.1,GI:572663,Clostridium_rectum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_rectum,"Clostridium_rectum 16S rRNA gene, strain NCIMB 10651"
rRNA_Y18171.1_1-1398_DIR+,Y18171.1,GI:7271134,Clostridium_roseum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_roseum,"Clostridium_roseum 16S rRNA gene, partial, strain DSM 51"
rRNA_CP002109.1_18567-20085_1-1519_DIR+,CP002109.1,GI:302195072,Clostridium_saccharolyticum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_saccharolyticum,"[Clostridium]_saccharolyticum WM1 chromosome, complete "
rRNA_AB161367.1_10-1512_DIR+,AB161367.1,GI:46359702,Clostridium_sardiniense,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_sardiniense,"Clostridium_sardiniense gene for 16S rRNA, strain:DSM 2632, sub clone:c1"
rRNA_Y18175.1_1-1470_DIR+,Y18175.1,GI:7271137,Clostridium_sartagoformum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_sartagoformum,"Clostridium_sartagoformum 16S rRNA gene, partial, strain DSM 129"
rRNA_AM114453.1_1-1457_DIR+,AM114453.1,GI:78038891,Clostridium_schirmacherense,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_schirmacherense,"Clostridium_schirmacherense partial 16S rRNA gene, type strain AP15T"
rRNA_AF262238.1_2-1524_DIR+,AF262238.1,GI:8118498,Clostridium_scindens,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_scindens,"Clostridium_scindens 16S ribosomal RNA gene, partial sequence"
rRNA_U59278.1_1-1503_DIR+,U59278.1,GI:3641369,Clostridium_septicum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_septicum,"Clostridium_septicum 16S ribosomal RNA gene, partial sequence"
rRNA_AB075771.1_1-1461_DIR+,AB075771.1,GI:17529654,Clostridium_sordellii,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_sordellii,"Clostridium_sordellii gene for 16S rRNA, partial sequence, strain: ATCC 9714"
rRNA_X68189.1_9-1508_DIR+,X68189.1,GI:395963,Clostridium_sporogenes,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_sporogenes,Clostridium_sporogenes rrn gene for 16S RNA
rRNA_AJ310082.1_1-1495_DIR+,AJ310082.1,GI:13277234,Clostridium_stercorarium,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_stercorarium,"Clostridium_stercorarium 16S rRNA gene, strain DSM 8532T"
rRNA_AF241844.1_1-1498_DIR+,AF241844.1,GI:7288883,Clostridium_subterminale,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_subterminale,"Clostridium_subterminale isolate DSM 6970 16S ribosomal RNA gene, partial sequence"
rRNA_EF199998.1_1-1496_DIR+,EF199998.1,GI:124111004,Clostridium_sulfidigenes,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_sulfidigenes,"Clostridium_sulfidigenes strain SGB2 16S ribosomal RNA gene, complete sequence"
rRNA_EF025909.1_1-1449_DIR+,EF025909.1,GI:122725189,Clostridium_symbiosum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_symbiosum,"Clostridium_symbiosum strain 69 16S ribosomal RNA gene, partial sequence"
rRNA_FR733680.1_1-1508_DIR+,FR733680.1,GI:313760327,Clostridium_termitidis,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_termitidis,"Clostridium_termitidis partial 16S rRNA gene, type strain DSM5398T"
rRNA_Y18174.1_1-1479_DIR+,Y18174.1,GI:7271136,Clostridium_tertium,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_tertium,"Clostridium_tertium 16S rRNA gene, partial, strain DSM 2485"
rRNA_X68184.1_9-1431_DIR+,X68184.1,GI:40717,Clostridium_tetanomorphum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_tetanomorphum,C.tetanomorphum_(NCIMB11547) rrn gene for 16S rRNA
rRNA_FR749954.1_1-1542_DIR+,FR749954.1,GI:315466832,Clostridium_thermoalcaliphilum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_thermoalcaliphilum,"Clostridium_thermoalcaliphilum partial 16S rRNA gene, type strain DSM 7309T, clone 2"
rRNA_X72868.1_1-1493_DIR+,X72868.1,GI:439903,Clostridium_thermobutyricum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_thermobutyricum,C.thermobutyricum_gene for 16S rRNA
rRNA_EF680276.1_1-1512_DIR+,EF680276.1,GI:154126223,Clostridium_thermocellum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_thermocellum,"Clostridium_thermocellum strain JN4 16S ribosomal RNA gene, partial sequence"
rRNA_AF286862.1_1-1436_DIR+,AF286862.1,GI:12658966,Clostridium_thermopalmarium,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_thermopalmarium,"Clostridium_thermopalmarium 16S ribosomal RNA gene, partial sequence"
rRNA_AY024332.1_1-1448_DIR+,AY024332.1,GI:13506625,Clostridium_thiosulforeducens,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_thiosulforeducens,"Clostridium_thiosulforeducens 16S ribosomal RNA gene, partial sequence"
rRNA_M59113.2_10-1454_DIR+,M59113.2,GI:544574251,Clostridium_tyrobutyricum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_tyrobutyricum,"Clostridium_tyrobutyricum strain ATCC 25755 16S ribosomal RNA gene, partial sequence"
rRNA_AJ276992.1_1-1437_DIR+,AJ276992.1,GI:14530063,Clostridium_uliginosum,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_uliginosum,"Clostridium_uliginosum partial 16S rRNA gene, strain CK55"
rRNA_X97432.1_1-1464_DIR+,X97432.1,GI:2832893,Clostridium_vincentii,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_vincentii,C.vincentii_16S rRNA gene
